ID,Name,Age,Salary,Join_Date,Department,Education_Level,Work_Experience,Performance_Score,Bonus,Remote_Work,Job_Satisfaction,Customer_Satisfaction
2182,Charlie,31,64615.0,2020-12-21,Finanace,PhD,26.0,2,5505,0,1.6015959153284007,8
2183,Alice,33,80946.0,2020-12-22,Finanace,Master's,13.0,3,8247,0,3.125537819526785,2
2184,Eve,48,56034.0,2020-12-23,Finance,Bachelor's,2.0,4,6807,0,0.8934091045004402,7
2185,David,12,70645.0,2020-12-24,IT ,PhD,21.0,5,7256,1,1.7114196484941964,7
2186,Eve,50,80302.0,2020-12-25,IT,Bachelor's,27.0,4,9051,0,0.705442449256115,3
2187,Alice,20,39020.0,2020-12-26,Finance,Master's,22.0,3,5284,0,0.116799315909343,2
2188,Frank,32,101824.0,2020-12-27,Finance,Master's,3.0,5,3154,0,2.6641293173370015,3
2189,David,30,65752.0,2020-12-28,Marketing,High School,29.0,3,8742,0,5.994787014113062,8
2190,Alice,40,39624.0,2020-12-29,IT,Bachelor's,0.0,4,3804,0,0.07773325834978476,9
2191,Grace,19,,2020-12-30,Finanace,Master's,22.0,4,3220,0,0.6545790043325661,8
2192,Alice,39,70501.0,2020-12-31,HR,High School,27.0,3,1721,1,1.8495867015369525,2
2193,Eve,55,68771.0,2021-01-01,HR,Bachelor's,8.0,4,7974,0,3.288916206314882,9
2194,Charlie,21,84867.0,2021-01-02,Marketing,PhD,16.0,2,6803,0,0.5634348963595357,6
2195,Charlie,36,81211.0,2021-01-03,Finance,Master's,13.0,4,4394,0,0.1750962944732035,2
2196,David,28,74468.0,2021-01-04,Finance,Master's,16.0,4,5025,0,2.1959678947843777,9
2197,Bob,39,76752.0,2021-01-05,HR,Bachelor's,0.0,5,9128,0,5.122967211477081,5
2198,Eve,35,68434.0,2021-01-06,IT,Bachelor's,9.0,4,6156,0,0.10761190984962432,6
2199,Hank,28,96632.0,2021-01-07,Marketing,Master's,22.0,3,5812,1,1.289439929825197,1
2200,Charlie,39,47812.0,2021-01-08,IT ,High School,15.0,4,9650,0,3.267602829064737,2
2201,David,53,72094.0,2021-01-09,Finanace,Bachelor's,,3,€$9818,1,0.4203459354618741,1
2202,Eve,33,70975.0,2021-01-10,Marketing,Bachelor's,24.0,3,3456,0,0.8073534854672608,4
2203,Grace,42,82199.0,2021-01-11,IT,Bachelor's,18.0,5,1206,0,2.3003336520308997,2
2204,David,22,57342.0,2021-01-12,IT ,Bachelor's,23.0,5,2356,0,9.187648734753079,1
2205,Alice,25,43844.0,2021-01-13,Marketing,PhD,24.0,4,8461,0,1.0162635136673137,3
2206,Eve,39,72352.0,2021-01-14,Finance,High School,2.0,2,8156,0,2.005524222665718,4
2207,Hank,49,74218.0,2021-01-15,Marketing,Master's,27.0,4,9151,0,1.5321312065348498,4
2208,David,38,92343.0,2021-01-16,IT ,Bachelor's,11.0,5,7522,0,6.830654731252557,3
2209,Grace,31,50944.0,2021-01-17,Finance,Master's,2.0,3,3673,0,0.22381461671104896,2
2210,Bob,34,87320.0,2021-01-18,IT ,Bachelor's,14.0,3,2049,0,2.5051526247994294,8
2211,Hank,22,105511.0,2021-01-19,IT ,Bachelor's,16.0,4,7823,1,5.61474073879396,10
2212,Grace,41,64333.0,2021-01-20,Finanace,Master's,17.0,4,3591,1,13.298085104647548,2
2213,Frank,43,50635.0,2021-01-21,IT ,PhD,6.0,5,7876,0,3.599200384373016,5
2214,Charlie,30,63895.0,2021-01-22,Finance,PhD,18.0,3,5004,0,1.433795204557373,7
2215,Charlie,30,70210.0,2021-01-23,HR,PhD,6.0,4,6973,0,1.592188966533397,9
2216,Charlie,37,78456.0,2021-01-24,IT,Bachelor's,4.0,4,9282,0,1.3001229036177206,3
2217,Bob,30,61129.0,2021-01-25,Finanace,PhD,25.0,3,9667,1,2.7760935720366255,1
2218,Frank,34,93327.0,2021-01-26,IT ,High School,7.0,4,9056,0,4.03437227551591,9
2219,Bob,55,53282.0,2021-01-27,Marketing,PhD,20.0,3,3046,0,5.135534442736365,1
2220,David,32,43911.0,2021-01-28,Marketing,PhD,15.0,3,6307,1,1.6166112329890225,8
2221,David,31,,2021-01-29,Finance,Master's,15.0,2,$8736,1,3.7838366522995956,2
2222,Frank,28,35880.0,2021-01-30,Finance,Bachelor's,18.0,3,4690,1,7.438775707406002,7
2223,Charlie,42,66938.0,2021-01-31,Finance,Bachelor's,24.0,4,4266,1,7.608276271265813,3
2224,Charlie,33,116765.0,2021-02-01,Finanace,Master's,14.0,5,5629,1,3.6524814348081094,6
2225,Bob,28,69819.0,2021-02-02,IT ,High School,6.0,3,3745,0,3.0392491191668753,6
2226,Grace,48,53188.0,2021-02-03,IT ,High School,4.0,3,8023,0,2.2748245089697803,4
2227,Alice,49,69139.0,2021-02-04,Marketing,Master's,22.0,2,9276,0,0.6070744719439799,8
2228,Hank,28,69237.0,2021-02-05,IT,Bachelor's,10.0,4,3639,0,0.3958995191695301,5
2229,Frank,16,72409.0,2021-02-06,IT ,Master's,9.0,5,5936,1,1.9949097837787726,7
2230,Alice,45,79933.0,2021-02-07,Finanace,PhD,24.0,4,1076,0,0.5210756615504547,5
2231,David,28,54413.0,2021-02-08,Finanace,PhD,20.0,4,7473,0,2.5811487726397937,4
2232,Alice,42,95313.0,2021-02-09,Finanace,Bachelor's,22.0,4,4504,0,3.1128569199751324,6
2233,Hank,15,73676.0,2021-02-10,Finanace,Bachelor's,26.0,2,3424,0,2.237211930762162,3
2234,David,43,80901.0,2021-02-11,Finanace,PhD,8.0,4,7484,1,0.11132019061117691,6
2235,Hank,22,60577.0,2021-02-12,IT ,High School,0.0,4,6296,0,0.1783837650526937,6
2236,Alice,42,89295.0,2021-02-13,IT ,High School,19.0,4,7567,0,0.3608850624529135,6
2237,David,35,66144.0,2021-02-14,Finanace,High School,0.0,4,7086,0,0.5004520103018669,3
2238,Bob,25,74163.0,2021-02-15,IT ,PhD,7.0,4,3221,0,13.780499778252942,8
2239,Charlie,30,56003.0,2021-02-16,HR,PhD,2.0,4,1405,1,1.2670481213034008,4
2240,Hank,41,55046.0,2021-02-17,Marketing,PhD,1.0,5,3129,0,1.035820734432852,2
2241,Grace,36,80323.0,2021-02-18,Finance,PhD,,5,$7834,1,0.1610462326129962,7
2242,Charlie,40,63345.0,2021-02-19,Finanace,Master's,3.0,4,1397,1,3.026208280730213,8
2243,Bob,54,57192.0,2021-02-20,Marketing,Master's,26.0,2,4473,1,3.168303548034782,4
2244,Hank,19,60352.0,2021-02-21,Finance,Bachelor's,18.0,3,5989,0,0.5787477202567691,6
2245,Grace,51,80484.0,2021-02-22,Finanace,Master's,10.0,4,4926,1,7.548877698043181,8
2246,Frank,36,60564.0,2021-02-23,IT ,Master's,4.0,1,2944,0,4.8357260858439055,5
2247,David,26,68235.0,2021-02-24,Marketing,PhD,28.0,2,9629,1,0.7853386418929779,9
2248,David,21,70225.0,2021-02-25,Marketing,PhD,23.0,2,6391,1,1.9957191118533677,6
2249,Bob,33,41239.0,2021-02-26,Finanace,PhD,9.0,4,6399,1,1.8396320237550747,6
2250,Grace,44,47933.0,2021-02-27,Finance,Master's,23.0,3,1222,1,1.28552778998281,2
2251,Frank,33,,2021-02-28,IT ,High School,26.0,3,€2610,0,5.105230592992132,7
2252,Grace,50,58944.0,2021-03-01,Finance,Bachelor's,22.0,2,8830,0,0.34712321070924346,9
2253,David,20,85850.0,2021-03-02,Marketing,Bachelor's,7.0,4,5604,0,1.610042214516952,5
2254,Bob,34,84502.0,2021-03-03,Marketing,Master's,12.0,3,5000,1,1.6760121393614207,5
2255,Eve,22,80787.0,2021-03-04,HR,High School,28.0,3,3664,0,1.8974299172147542,5
2256,Eve,38,97296.0,2021-03-05,Finance,PhD,4.0,4,2065,0,5.927407328160161,1
2257,David,43,68753.0,2021-03-06,HR,Bachelor's,25.0,4,6364,0,0.7383418506359289,5
2258,Alice,30,79733.0,2021-03-07,IT,PhD,25.0,3,6393,0,0.3258413169978233,10
2259,Grace,8,61233.0,2021-03-08,HR,High School,26.0,4,8102,1,2.8855001694305846,8
2260,Eve,36,106785.0,2021-03-09,Marketing,Master's,11.0,3,8501,0,0.5728803961446155,3
2261,Frank,39,99754.0,2021-03-10,Finance,High School,26.0,4,$1603,1,0.23366437040151294,9
2262,Alice,39,70178.0,2021-03-11,HR,Master's,12.0,3,6130,0,1.6687727072075198,9
2263,Bob,47,75798.0,2021-03-12,IT,Master's,21.0,2,7295,1,0.7440245047004125,6
2264,Frank,24,90389.0,2021-03-13,Finance,PhD,7.0,4,9380,0,1.3445696362214141,4
2265,Hank,41,67792.0,2021-03-14,IT ,Master's,14.0,4,8103,0,0.9021442100664008,4
2266,Eve,46,60150.0,2021-03-15,Marketing,Master's,12.0,2,9867,1,0.29163628889151183,1
2267,Bob,17,83109.0,2021-03-16,Finanace,Bachelor's,0.0,2,1637,0,2.4653098833785707,10
2268,Alice,38,71176.0,2021-03-17,Marketing,High School,21.0,4,2844,0,0.08217037830352415,5
2269,Bob,29,72744.0,2021-03-18,IT ,PhD,5.0,4,1046,0,10.177487371168528,5
2270,Eve,34,57485.0,2021-03-19,IT,Bachelor's,10.0,3,1819,0,1.2526002621916246,5
2271,Eve,38,44234.0,2021-03-20,Finance,High School,12.0,4,4807,0,3.5638801908147903,1
2272,Charlie,30,73542.0,2021-03-21,Marketing,Master's,20.0,2,4022,0,4.987928665302039,1
2273,Grace,28,83574.0,2021-03-22,IT ,Bachelor's,19.0,3,2080,0,0.9817844992504161,10
2274,Bob,35,66612.0,2021-03-23,Finanace,Bachelor's,0.0,1,4146,0,4.143785645259516,2
2275,Eve,24,91546.0,2021-03-24,Finance,Bachelor's,10.0,3,2277,0,5.358898603155631,1
2276,Hank,24,59441.0,2021-03-25,Finance,Master's,25.0,2,7741,0,0.8285146554554421,8
2277,Eve,41,54179.0,2021-03-26,Finance,Master's,10.0,3,3217,1,14.676428289002985,4
2278,Frank,23,68991.0,2021-03-27,HR,High School,7.0,3,6265,0,0.06271707584187654,6
2279,Frank,41,68761.0,2021-03-28,HR,Master's,21.0,3,3886,1,0.7338695889574821,8
2280,Grace,39,81549.0,2021-03-29,Marketing,High School,2.0,1,6634,0,4.542666251382932,5
2281,Grace,17,,2021-03-30,IT,PhD,,3,$9987,0,0.6475023353822145,6
2282,Charlie,28,90521.0,2021-03-31,IT ,PhD,18.0,4,4328,0,3.59456731965552,4
2283,Bob,46,99503.0,2021-04-01,Finanace,PhD,11.0,3,8293,0,5.804058626029843,6
2284,Hank,25,69412.0,2021-04-02,Finance,Bachelor's,5.0,4,4006,0,9.598269234720856,6
2285,Alice,30,88745.0,2021-04-03,HR,Bachelor's,27.0,3,7958,0,1.9287742157722514,3
2286,Hank,39,54152.0,2021-04-04,Finance,Bachelor's,22.0,3,8972,1,10.632688223463068,4
2287,Bob,42,86128.0,2021-04-05,HR,High School,7.0,4,5143,0,1.5911585541643345,6
2288,Eve,32,85709.0,2021-04-06,Finance,PhD,4.0,5,6517,1,0.7381928563247815,8
2289,Hank,29,82951.0,2021-04-07,Finanace,Master's,9.0,2,2218,1,2.1641576156579685,7
2290,Alice,49,69766.0,2021-04-08,Finanace,Bachelor's,21.0,1,9018,0,3.1479517071707708,4
2291,Charlie,52,25686.0,2021-04-09,IT,Master's,15.0,4,9916,0,1.8372647918045186,3
2292,Grace,44,60374.0,2021-04-10,Finance,PhD,11.0,5,2344,0,2.510861739615047,8
2293,Alice,35,60611.0,2021-04-11,Finanace,Master's,16.0,5,1137,0,1.6156656169500296,6
2294,Bob,26,55326.0,2021-04-12,Finance,PhD,5.0,3,5450,0,2.2318183531559526,8
2295,Charlie,26,71833.0,2021-04-13,Finance,Master's,8.0,3,5906,1,9.147125235915786,9
2296,Charlie,40,63715.0,2021-04-14,IT ,Master's,9.0,4,3759,1,2.078428627916124,9
2297,Charlie,39,57630.0,2021-04-15,HR,High School,19.0,4,1058,1,0.8757917852069188,10
2298,Charlie,49,54117.0,2021-04-16,HR,PhD,13.0,4,1770,0,4.26572260430438,9
2299,Alice,41,59267.0,2021-04-17,Marketing,High School,13.0,4,1388,0,1.235586638076938,10
2300,Grace,19,86822.0,2021-04-18,IT,PhD,25.0,4,4422,0,5.081838252251453,1
2301,Alice,45,60084.0,2021-04-19,HR,PhD,28.0,3,€$8012,0,0.17556434499746493,3
2302,Frank,25,62275.0,2021-04-20,Finanace,Master's,16.0,3,5852,0,1.2112007212273705,9
2303,Hank,31,63149.0,2021-04-21,HR,High School,29.0,4,1595,0,0.29733990479862504,4
2304,Charlie,37,75084.0,2021-04-22,HR,Bachelor's,26.0,3,9627,1,0.2675358688463005,10
2305,Frank,54,76843.0,2021-04-23,IT,Bachelor's,24.0,3,2982,1,3.2222527591539274,2
2306,Frank,66,24330.0,2021-04-24,IT ,Bachelor's,15.0,1,9965,0,1.4600326555676326,1
2307,David,41,85324.0,2021-04-25,Finance,Bachelor's,3.0,2,9209,1,6.154987537412296,5
2308,Charlie,33,91545.0,2021-04-26,HR,Bachelor's,1.0,3,5330,0,2.1795233535583836,4
2309,Grace,40,54247.0,2021-04-27,Finance,Bachelor's,15.0,4,6429,0,1.0501332997694182,5
2310,Charlie,43,55415.0,2021-04-28,HR,Bachelor's,0.0,3,2692,1,3.828435976230315,5
2311,David,31,,2021-04-29,IT,Master's,2.0,3,3770,1,2.9346323851862017,8
2312,Alice,52,58659.0,2021-04-30,Finanace,Master's,22.0,3,5376,0,4.822239203886085,6
2313,Grace,37,73358.0,2021-05-01,Marketing,High School,10.0,2,5926,0,3.095006067788634,3
2314,David,39,40802.0,2021-05-02,Marketing,High School,15.0,5,4267,1,0.5482132317195053,9
2315,Bob,41,53231.0,2021-05-03,Finanace,Master's,25.0,4,8564,0,3.3288077226539077,8
2316,Grace,39,93087.0,2021-05-04,IT ,Bachelor's,17.0,2,2695,0,1.4905176613961895,9
2317,Alice,43,56076.0,2021-05-05,Finance,Bachelor's,14.0,4,2586,0,1.8660707115709152,4
2318,Alice,28,88651.0,2021-05-06,Finance,High School,8.0,3,5680,1,7.636438840769636,8
2319,Eve,29,75330.0,2021-05-07,HR,Bachelor's,11.0,5,6447,0,1.3386927796396646,3
2320,Alice,23,42860.0,2021-05-08,Marketing,PhD,28.0,3,6460,1,2.8399339299980446,5
2321,Charlie,39,79529.0,2021-05-09,Marketing,Bachelor's,,3,$8965,0,1.355226488724709,7
2322,David,42,68234.0,2021-05-10,Marketing,Master's,17.0,4,3268,0,0.298557778375423,1
2323,Alice,39,63167.0,2021-05-11,Finanace,High School,4.0,4,8249,1,1.8128020319514913,1
2324,Eve,51,73674.0,2021-05-12,Finance,High School,23.0,2,8461,0,2.7269140356231953,3
2325,Grace,34,77119.0,2021-05-13,Finanace,High School,28.0,4,4486,0,1.5702298865096629,4
2326,David,41,80613.0,2021-05-14,Marketing,PhD,28.0,2,6801,0,1.4861670738807602,1
2327,Hank,24,87673.0,2021-05-15,IT,Master's,27.0,5,3749,1,5.15071049149444,8
2328,Charlie,31,76122.0,2021-05-16,Finance,High School,25.0,2,8785,0,0.09040408648316953,2
2329,Eve,41,49365.0,2021-05-17,Finance,High School,7.0,5,7975,0,1.0511645132620788,5
2330,Frank,43,62895.0,2021-05-18,IT ,High School,2.0,3,2405,0,5.01006902204451,6
2331,Bob,32,114145.0,2021-05-19,Finanace,Master's,1.0,3,4575,0,7.597132671180851,6
2332,Frank,34,80867.0,2021-05-20,IT,Master's,24.0,5,3727,0,1.5946138819557025,6
2333,Alice,19,105539.0,2021-05-21,HR,Master's,18.0,5,7487,1,6.589119386058626,1
2334,Eve,31,90931.0,2021-05-22,IT,Bachelor's,7.0,4,7291,0,0.665421292268932,3
2335,Frank,43,73627.0,2021-05-23,Finanace,Master's,1.0,2,3501,0,0.7508778275797687,3
2336,Alice,40,74521.0,2021-05-24,IT ,Bachelor's,18.0,3,1937,0,5.616138463388757,8
2337,Charlie,40,69451.0,2021-05-25,Finanace,High School,0.0,3,2755,1,7.007114892390132,6
2338,Bob,35,43932.0,2021-05-26,IT,Master's,29.0,3,4390,0,0.756194948914442,2
2339,Hank,35,70270.0,2021-05-27,HR,High School,26.0,4,6816,0,0.18347014558398317,1
2340,David,28,88160.0,2021-05-28,Marketing,Bachelor's,21.0,1,2216,1,0.28400081246953246,4
2341,Alice,41,,2021-05-29,Finanace,High School,12.0,4,$2203,0,0.9089184890126856,1
2342,Hank,39,76179.0,2021-05-30,Marketing,PhD,22.0,4,2890,0,4.299517435299174,5
2343,Frank,39,82773.0,2021-05-31,HR,Bachelor's,19.0,2,9582,0,2.1399996301493123,8
2344,Hank,29,56354.0,2021-06-01,Finanace,PhD,16.0,4,8688,1,1.8241515387058267,10
2345,Eve,13,63230.0,2021-06-02,HR,PhD,2.0,4,7500,0,2.6322193449064617,2
2346,Alice,45,54731.0,2021-06-03,Finanace,Bachelor's,8.0,4,7716,1,6.627915831558337,8
2347,Frank,30,57667.0,2021-06-04,IT,PhD,4.0,2,4746,0,0.2843512077673455,8
2348,Alice,26,50685.0,2021-06-05,Finanace,Master's,5.0,4,9290,0,3.559618234907272,6
2349,Hank,41,56493.0,2021-06-06,HR,Bachelor's,3.0,3,3195,0,7.8433044194452535,8
2350,Alice,31,91291.0,2021-06-07,Marketing,PhD,16.0,3,5665,1,0.719915728138628,2
2351,Bob,45,56267.0,2021-06-08,HR,High School,29.0,4,€8349,0,5.456263420363006,7
2352,Frank,41,71896.0,2021-06-09,IT ,Bachelor's,20.0,4,5398,0,3.5922302659859113,8
2353,Bob,41,62456.0,2021-06-10,Finance,Bachelor's,20.0,2,4629,0,0.043722678097785996,4
2354,David,21,87682.0,2021-06-11,IT,Master's,20.0,4,8766,0,0.7903801472729866,9
2355,Frank,47,89667.0,2021-06-12,IT,Master's,15.0,5,7147,0,2.793031318219348,6
2356,Bob,37,82961.0,2021-06-13,Finance,PhD,15.0,2,2063,0,2.093878259443975,3
2357,Eve,31,74592.0,2021-06-14,Finanace,High School,21.0,4,9830,0,2.2519237329309827,4
2358,David,36,66534.0,2021-06-15,IT ,PhD,10.0,4,9743,0,0.7916248709336788,4
2359,Hank,17,52121.0,2021-06-16,HR,PhD,1.0,4,4275,1,3.371822327438665,1
2360,Charlie,39,99152.0,2021-06-17,HR,Master's,16.0,3,1976,1,0.929449201573864,10
2361,Alice,24,58604.0,2021-06-18,Finance,Bachelor's,,3,$5069,0,1.4801113982698397,1
2362,David,21,79954.0,2021-06-19,IT ,PhD,17.0,5,7402,0,1.38094850993406,1
2363,Charlie,19,85893.0,2021-06-20,Finance,Master's,28.0,3,1345,0,3.344453881376703,4
2364,Grace,46,61670.0,2021-06-21,Finanace,PhD,9.0,2,5942,0,0.28376543443550345,1
2365,Eve,28,85570.0,2021-06-22,IT,Master's,5.0,4,3942,0,0.6902850998284252,6
2366,Eve,50,81463.0,2021-06-23,IT ,Bachelor's,20.0,2,8404,0,0.6712952483436498,2
2367,Hank,29,95919.0,2021-06-24,Finance,Master's,15.0,4,2076,1,0.3442960554837187,1
2368,Grace,17,62959.0,2021-06-25,Marketing,High School,4.0,4,4770,0,0.6980478825755747,7
2369,Frank,23,50712.0,2021-06-26,Marketing,Bachelor's,11.0,4,6652,0,2.8022970971017966,6
2370,Eve,47,62417.0,2021-06-27,IT,Master's,27.0,4,9424,0,3.9521879960872472,1
2371,Eve,33,,2021-06-28,IT,Master's,5.0,2,9048,0,3.239107652894643,10
2372,Charlie,29,70873.0,2021-06-29,Marketing,Bachelor's,13.0,3,1450,1,1.9341463160247905,9
2373,Eve,36,64098.0,2021-06-30,IT,Bachelor's,25.0,4,1350,0,0.16157787047254554,6
2374,Alice,40,41362.0,2021-07-01,IT,High School,22.0,3,5004,1,9.583062657777171,2
2375,Alice,46,77057.0,2021-07-02,Marketing,Bachelor's,15.0,5,5678,0,0.5520442272871763,7
2376,Eve,49,99585.0,2021-07-03,IT ,Bachelor's,24.0,4,1244,0,3.3116709124071644,3
2377,Eve,31,76963.0,2021-07-04,HR,Master's,6.0,1,5645,1,7.321771970249513,7
2378,David,21,79137.0,2021-07-05,IT,PhD,1.0,4,5734,0,3.589771323256799,9
2379,Bob,30,78586.0,2021-07-06,Marketing,Master's,5.0,2,1440,0,0.7378920568624958,5
2380,Charlie,37,75955.0,2021-07-07,Marketing,Bachelor's,8.0,2,6915,1,1.1384987906139137,1
2381,Hank,25,83974.0,2021-07-08,Marketing,Bachelor's,6.0,4,$1411,0,0.09201439212478407,5
2382,Alice,25,75930.0,2021-07-09,IT ,High School,1.0,4,1813,0,2.846118240990654,8
2383,Eve,38,65309.0,2021-07-10,Marketing,High School,18.0,3,5678,0,2.8479373465796987,8
2384,Grace,34,58060.0,2021-07-11,Marketing,PhD,7.0,3,2730,0,3.8784184079445945,3
2385,Bob,35,66265.0,2021-07-12,IT,Bachelor's,10.0,3,7643,0,0.033171586110375864,4
2386,Alice,27,74711.0,2021-07-13,HR,PhD,24.0,3,2974,1,5.108630797454431,8
2387,Bob,32,65258.0,2021-07-14,IT ,Master's,3.0,3,1549,0,4.026384124533867,8
2388,Eve,25,74715.0,2021-07-15,IT ,High School,15.0,3,2937,0,0.45556308848153254,7
2389,Eve,43,76587.0,2021-07-16,IT ,Bachelor's,24.0,4,1203,0,1.2814145874203322,6
2390,David,45,82497.0,2021-07-17,IT,Bachelor's,17.0,5,4588,0,3.0526862993808184,4
2391,Eve,16,89241.0,2021-07-18,IT,High School,12.0,3,8083,0,2.054328198575547,10
2392,David,25,71170.0,2021-07-19,Marketing,PhD,26.0,2,3536,0,0.3668224575896696,9
2393,Bob,20,50383.0,2021-07-20,Marketing,Master's,4.0,4,6788,1,0.2741932679272078,2
2394,Frank,28,64823.0,2021-07-21,Marketing,High School,26.0,4,9298,0,4.562307841088044,2
2395,Bob,34,70660.0,2021-07-22,Marketing,High School,1.0,5,4811,0,0.508691476351653,1
2396,Frank,20,42463.0,2021-07-23,Marketing,Master's,10.0,2,3701,0,0.5665621676931579,3
2397,Eve,25,90829.0,2021-07-24,HR,PhD,0.0,2,8825,0,5.332205363818764,3
2398,David,24,72135.0,2021-07-25,HR,Master's,12.0,3,6974,1,2.841329661081429,4
2399,Frank,37,75720.0,2021-07-26,IT ,Master's,29.0,4,4936,0,2.7844493813543476,3
2400,Frank,35,90482.0,2021-07-27,IT,High School,4.0,3,5090,0,1.9580073785938161,10
2401,Eve,27,,2021-07-28,Finance,PhD,,4,€$7956,0,2.5249068642996195,6
2402,David,36,78610.0,2021-07-29,IT ,High School,13.0,2,3546,0,2.7621743209608347,9
2403,Alice,29,68352.0,2021-07-30,Finanace,PhD,12.0,3,4736,1,10.309811715639881,8
2404,David,32,67238.0,2021-07-31,Marketing,PhD,6.0,4,2672,0,0.756841727642918,6
2405,Charlie,51,58417.0,2021-08-01,HR,Master's,7.0,3,1401,0,0.7245428681140456,8
2406,Charlie,48,94984.0,2021-08-02,HR,PhD,17.0,4,9793,0,0.17676215241953294,8
2407,Charlie,22,64367.0,2021-08-03,Marketing,High School,6.0,3,5313,0,3.2205779819946807,10
2408,Charlie,43,80491.0,2021-08-04,Finance,High School,19.0,3,7352,0,2.3891444135264996,6
2409,Charlie,43,41874.0,2021-08-05,Finanace,Bachelor's,16.0,3,9479,1,0.3537814511036382,2
2410,Charlie,23,87699.0,2021-08-06,Marketing,Master's,15.0,3,1087,0,1.3602133714038473,5
2411,Eve,43,85783.0,2021-08-07,Marketing,Master's,10.0,1,8146,1,0.5904660861522283,4
2412,Frank,50,71461.0,2021-08-08,Finanace,High School,18.0,4,7279,0,1.2080747055862258,6
2413,Frank,23,66595.0,2021-08-09,Finanace,Master's,26.0,4,3205,1,9.064022334104479,2
2414,Grace,25,76000.0,2021-08-10,IT,Bachelor's,27.0,3,3967,0,3.449579436440819,4
2415,Frank,45,104331.0,2021-08-11,Finanace,Bachelor's,0.0,1,5250,0,0.022793675435940894,8
2416,Charlie,37,43551.0,2021-08-12,Finanace,PhD,20.0,5,4534,1,0.8730953244738665,1
2417,Bob,40,81730.0,2021-08-13,Marketing,Master's,28.0,3,9411,0,0.03124680487015482,3
2418,Hank,38,56325.0,2021-08-14,Marketing,High School,7.0,2,4238,0,3.764414391900467,4
2419,Alice,38,69701.0,2021-08-15,IT,Bachelor's,0.0,3,9513,1,1.901363782680241,2
2420,Frank,21,66281.0,2021-08-16,Finance,High School,29.0,4,3738,0,15.357347924425605,2
2421,Charlie,45,63575.0,2021-08-17,IT ,Master's,8.0,3,$5936,0,3.968080524872536,6
2422,Bob,46,69843.0,2021-08-18,IT ,Master's,18.0,4,2836,1,2.1888916933564753,6
2423,Hank,32,52987.0,2021-08-19,Finanace,PhD,20.0,3,3559,1,4.899738707070753,3
2424,David,34,85437.0,2021-08-20,HR,Bachelor's,8.0,2,2568,1,3.6603436650342953,8
2425,Alice,19,43087.0,2021-08-21,Marketing,Bachelor's,20.0,3,5720,0,0.8382536558761544,3
2426,Hank,40,78096.0,2021-08-22,IT ,Bachelor's,24.0,4,8957,0,2.2667167686887812,2
2427,Frank,40,65101.0,2021-08-23,HR,High School,9.0,4,9544,1,2.435783533676102,5
2428,Bob,34,52436.0,2021-08-24,Marketing,PhD,23.0,2,7525,0,1.800236892277486,7
2429,Alice,46,73035.0,2021-08-25,Finanace,High School,22.0,2,8935,1,0.5924004505701186,1
2430,Hank,31,46645.0,2021-08-26,Finance,High School,10.0,4,9221,0,0.7583700342213626,2
2431,Eve,40,,2021-08-27,HR,Master's,0.0,4,8514,0,0.9898795489787369,2
2432,Bob,24,48656.0,2021-08-28,IT ,High School,19.0,3,8065,0,0.03092428714599115,8
2433,Grace,34,76919.0,2021-08-29,IT,PhD,24.0,4,7737,1,7.464716704834563,10
2434,Frank,33,56134.0,2021-08-30,IT ,Master's,25.0,2,3540,0,3.476004136473779,6
2435,Eve,37,63235.0,2021-08-31,Finanace,PhD,7.0,3,4819,1,3.5098478328517526,4
2436,Eve,31,74409.0,2021-09-01,HR,Master's,19.0,1,9686,1,2.548214532221455,4
2437,Alice,33,58411.0,2021-09-02,IT,High School,11.0,4,9023,1,3.506886749021236,5
2438,Alice,43,69130.0,2021-09-03,Finance,Bachelor's,0.0,3,1834,1,12.02932923158441,3
2439,Frank,30,47292.0,2021-09-04,IT ,High School,9.0,4,4324,1,1.4591812703027962,4
2440,Grace,18,79463.0,2021-09-05,Finanace,Bachelor's,3.0,4,1629,1,3.7398642616104,4
2441,Hank,52,96473.0,2021-09-06,IT,PhD,,4,$3986,0,1.3366543278974712,7
2442,Bob,48,111883.0,2021-09-07,Marketing,Master's,18.0,3,9221,0,5.778386069560651,7
2443,Hank,22,71367.0,2021-09-08,IT,Master's,5.0,2,9079,0,5.856389095944406,1
2444,Eve,41,81823.0,2021-09-09,HR,High School,26.0,5,8933,0,6.976530387776979,3
2445,Charlie,29,43290.0,2021-09-10,Finanace,Master's,4.0,4,4782,0,0.016434908333219915,9
2446,Frank,37,92541.0,2021-09-11,Finanace,High School,4.0,4,9998,0,1.062283877457335,6
2447,Alice,37,81643.0,2021-09-12,IT,Bachelor's,17.0,1,7485,1,0.4313490598925692,6
2448,Eve,32,62740.0,2021-09-13,Finance,Bachelor's,27.0,3,6406,0,1.8153330749018213,4
2449,Frank,27,88557.0,2021-09-14,Marketing,High School,2.0,4,4468,0,2.05226288362511,10
2450,Hank,28,66182.0,2021-09-15,IT,Bachelor's,26.0,2,8144,1,0.8867558333227271,9
2451,Frank,25,63129.0,2021-09-16,Finanace,PhD,21.0,4,€9412,0,3.856052873753284,3
2452,Frank,26,77130.0,2021-09-17,IT,High School,1.0,3,6275,0,0.9431860160397946,8
2453,Charlie,34,54049.0,2021-09-18,Marketing,Master's,3.0,1,6867,1,5.77021478699924,6
